node,pos_00,pos_01,inflow_00,inflow_01,inflow_02,inflow_03,inflow_05,inflow_06,inflow_07,inflow_08,inflow_09,inflow_10,inflow_11,inflow_12,inflow_13,inflow_15,inflow_18
861,389068,6668289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,419114,6439790,2326852,0,-13269724,2020579,0,78862,0,0,0,-327442,1447539,-80,-4760,0,-1716133
863,427437,6428069,0,0,0,-21114,226602,0,0,2435244,0,0,0,0,0,7460335,0
864,433724,6419799,0,0,-1543594,-702884,0,0,0,0,0,799942,0,-1842,0,-10773657,-10532127
865,443967,6419884,0,0,-63562784,-30113,0,7761,0,-2608302,0,-2139,-39757,0,-14813,4099028,-12600718
866,445298,6418662,42972802,0,-16516595,-685607,-1509992,0,0,-1334802,0,-469651,0,5110,0,0,897361
867,448271,6413497,-12373635,0,0,-486,0,0,0,0,0,0,0,0,31286,1222315,0
868,450323,6405020,-3107843,0,0,-627027,-105216,0,8033027,261084,-474449,-44023,2260406,0,63970,824996,0
869,456278,6404718,0,0,0,3050206,0,0,10916974,-6893,0,941483,0,-82,-17485,1590388,-14547518
870,459870,6396091,-2641689,0,0,-34177,0,584311,0,113348,323464,2403,0,129,0,0,-1360062
871,468654,6395194,0,0,0,-785914,-899680,-1747804,0,103217,0,656634,0,-80,41319,1622250,0
872,470397,6396213,0,0,0,-49919,-242813,0,0,-5422705,-441184,0,-3208421,0,-4406817,0,12279402
873,474176,6394542,-932361,0,0,-1466249,0,0,-7900332,0,1816232,-1647336,0,0,2697321,-292928,-18818844
874,450807,6402743,-139071537,0,0,-819881,0,0,0,7287205,0,0,0,0,-9595415,0,-59110935
875,441733,6338545,0,0,53214797,0,0,0,0,216948,0,0,662731,3624,-1269869,-3741956,0
876,443411,6336955,0,0,23379431,408485,0,0,6386120,149772,23592249,-3354,0,-21554,0,-742458,8516053
877,449655,6330620,0,0,0,8069,3890769,0,307971,-519547,14179542,8165,0,0,0,-2412660,0
878,458158,6316083,0,0,-73791399,0,0,-512837,0,0,-18638897,0,0,0,-86514,-2520768,0
879,385085,6391514,-20023963,0,0,281849,8970577,0,-525322,0,0,0,0,-36934,620696,0,-44838408
880,390005,6389001,-49511806,0,0,0,0,-1646011,-13291286,0,-11524674,-8766,0,0,1044,-6704111,0
881,401424,6378024,70521893,0,-21702671,114989,0,-1288252,0,-955970,-6959377,-12265,332206,270195,0,-1277318,0
882,412680,6372024,0,0,45077286,144053,-26720004,-508863,0,-80531,0,0,285497,0,0,4113393,1462983
883,415715,6367583,-9934628,0,0,-153936,-2933612,0,0,-864613,-17915127,-3703,-3630409,58007,-721240,-6904972,0
884,423897,6358003,0,0,0,0,0,0,0,1779103,0,43069,0,-24638,0,-1573044,-89532936
885,432756,6352846,0,0,0,-209238,0,8284177,6505621,0,21462927,-2112,-3162505,0,-893704,0,0
886,447836,6399532,0,0,0,0,0,0,0,0,0,0,0,0,7243050,0,-90029146
887,447307,6396139,0,0,0,0,0,-32239476,0,0,0,0,0,0,10031189,0,0
888,445550,6393304,0,0,0,0,0,0,0,-7287205,0,0,0,0,-7678824,0,65105003
889,444563,6390570,139071537,0,0,0,0,32239476,0,0,0,0,0,0,0,0,84035078
890,475772,6386018,0,0,0,0,-3429362,0,0,0,0,0,0,0,714551,0,0
891,473265,6383320,0,0,0,0,-5490692,0,0,0,0,0,0,0,-524173,0,0
892,467732,6381857,0,0,0,0,0,0,0,0,0,0,0,0,1006126,0,0
893,456551,6374851,0,0,0,0,0,0,0,0,0,0,0,0,-839569,0,0
894,445400,6365443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37285021
895,445683,6356882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,442923,6346622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,404136,6336471,0,0,-69137602,-207500,0,4848515,0,-706624,0,0,1077568,0,0,0,0
898,400527,6332500,-15652648,0,18667117,-167717,0,0,0,792178,0,-239751,384041,0,0,0,-22429270
899,394862,6327263,-5262408,0,0,610490,0,0,2088695,0,0,239751,737529,0,0,0,22429270
900,385094,6321786,9787731,0,21445935,0,0,0,-1809908,0,0,0,-466133,0,0,0,0
901,384653,6319603,0,0,0,0,0,0,0,303750,0,0,0,0,0,0,0
902,383213,6314309,0,0,17410594,-2669301,0,0,0,0,0,0,-466381,-727005,-18026274,10020680,0
903,376174,6297681,0,0,0,2434028,53695224,-4848515,0,0,0,-1911778,0,0,0,4749573,0
904,507738,6464651,0,0,0,-1644510,-17172121,0,0,0,-56790067,-1063399,5483166,0,0,0,0
905,505626,6457138,0,0,302434372,0,0,12754033,0,-2110156,0,560017,0,0,0,-6125233,0
906,503153,6450190,-130492898,0,-435941671,-898835,-34203830,-7553964,-15053766,0,0,0,8206855,0,4730899,-8959356,0
907,498721,6444939,-20789290,0,0,-1748952,-6036293,9005415,-609860,0,16000076,-653156,0,491775,0,-2936635,23530954
908,498531,6432951,-65547916,0,-103983329,0,-19863887,0,0,-3821121,66478961,-974121,3175343,-268411,-15263455,0,-107957993
909,492021,6428562,-72476836,0,0,-537230,43396381,-23663820,8484365,2097626,0,0,0,169729,6756350,15846727,-49282111
910,489454,6421754,-41405296,0,-362862285,-2115885,-22468793,0,0,4105744,0,0,0,689302,0,-11525197,49121154
911,488357,6415038,-149076810,0,0,-616388,0,3113939,0,0,0,-515562,0,324389,13625944,-4847188,77570691
912,488831,6410627,0,0,160548397,-2067148,0,0,14109670,-2803049,-27405138,0,13182720,0,-2408619,51183228,-68815362
913,488152,6405097,0,0,172925277,961574,46785788,0,7751578,0,0,-202929,0,0,4209051,0,-27298374
914,481693,6396204,-89123356,0,0,-1270377,-106455890,0,0,3288047,0,0,-4657294,0,-6522949,0,63723657
915,481325,6393216,88754520,0,0,0,-22890745,0,-4635287,0,0,0,8369673,283440,-1546535,-7543355,-46585628
916,481879,6379414,0,0,-156874989,2003615,42628660,5954374,0,0,0,-393564,0,-325833,-5067389,-14339960,0
917,481711,6373766,25711617,0,0,1414584,0,0,-8702564,-2201632,0,0,4731803,0,4818576,0,0
918,481366,6370538,0,0,0,-4802588,-12471644,0,20098208,5030852,-13191735,-190212,5445821,236089,8281915,-6487196,-98741375
919,479904,6362288,0,0,143774199,-699566,0,0,-5530739,-439602,-22585652,-508002,0,0,-2086311,0,95580935
920,479775,6361765,0,0,0,919859,28164658,-5514942,15401840,0,0,0,-11389067,-456693,-270076,-4748912,0
921,475414,6351951,0,0,320907282,0,-25807819,-1434808,24221795,0,-9727485,-278341,-20042140,347399,-1644722,0,87115011
922,474817,6343087,0,0,276675064,-1089180,51613893,0,0,0,-37945826,-49526,0,0,-964140,13144502,0
923,474943,6336592,0,0,-88494809,1017057,0,-1042975,0,3241898,-17761590,749687,0,120023,-2133585,0,0
924,475126,6334142,0,0,-57529409,-1553212,0,0,0,0,21969097,654191,0,-189121,-5968717,0,-62020259
925,475762,6325262,0,0,0,-3226015,-16842494,-2251493,-7189165,-1463466,37595544,-357153,-3834877,-216152,-5997939,-8160030,95068156
926,474281,6317813,0,0,0,-1400215,-11363049,-924164,2438511,975010,11620423,0,0,0,15597917,-6577246,47990013
927,474408,6311060,-32590167,0,42314005,3090368,23427372,0,19184600,1073227,-27923074,-50614,8574283,715094,-67192,0,56194969
928,472966,6306122,-40005891,0,0,-996297,-25804994,0,-15014460,-3957142,0,723719,-11566315,0,-2088115,-11488417,0
929,469763,6299853,0,0,187329611,0,-22202989,0,-28087438,0,31940741,0,-2080596,0,-9133235,0,-41219260
930,466797,6293992,0,0,-87363599,-1753929,-42611746,-2255985,0,-1839378,0,0,0,0,-4211742,17948929,60730808
931,459575,6285062,0,0,0,660494,0,0,0,3071587,0,-1034859,-17544008,0,-2405119,0,-67726543
932,452225,6277147,-90815635,0,0,-510157,16906084,0,0,1014733,0,0,0,0,0,12711091,40039844
933,451500,6275500,220451251,0,0,-1382245,-13086139,-1994171,0,1896082,-33660240,0,10394793,-549798,-1524016,-9326073,-43834544
934,446929,6267626,0,0,187796689,-1385122,5784596,0,0,-3669327,-40179406,0,-15008335,-466663,0,-12223206,79979904
935,444465,6259294,0,0,-174876431,-3047550,123817737,-707824,0,-6334855,29055416,230141,3678056,193077,-1377990,18382470,-71596277
936,443473,6257393,62999833,0,0,-1266616,46105606,3121743,16316026,2063912,23815978,0,0,0,-2682221,0,-85132724
937,437982,6248958,0,0,0,0,0,8674052,0,-1930791,0,-344149,-3456358,540272,576054,-11915680,-71328032
938,434063,6238707,0,0,0,0,42011189,-3410402,-8640582,0,-105260107,-561264,-4700905,-721223,-2696755,-4809401,40293920
939,428706,6230693,144385796,0,0,0,50053091,1847828,0,-1057208,0,-156475,15199395,0,0,-10557098,35398574
940,481781,6389937,0,0,204394797,0,-10695165,0,-23993900,11637279,37137850,-758981,-8462253,0,0,0,0
941,478436,6303056,0,0,0,0,-2988605,0,0,0,0,0,357003,0,1242383,0,0
942,483966,6304473,-6665440,0,0,0,0,0,-1239530,0,0,0,0,0,-361689,0,3857537
943,488135,6303674,14768075,0,5836292,0,0,-675210,3200094,297957,0,-494485,0,0,-280117,1300693,0
944,498990,6297438,0,0,0,0,-3038775,-912208,0,0,0,0,464523,0,844366,0,-18788155
945,508528,6293598,0,0,0,0,-2895971,0,-721658,0,0,0,0,-46303,0,1180248,0
946,515810,6289650,-1575726,0,-42632014,-340281,0,-771448,-641959,0,0,0,0,0,-847355,0,1413346
947,532818,6276305,0,0,0,0,0,0,-1873515,0,0,0,1045965,0,2761961,0,20036970
948,555597,6289081,0,0,0,0,5490918,-2220740,-1685260,0,0,153630,0,-204753,-376190,250018,0
949,558152,6288570,-1369157,0,0,0,7459312,0,0,0,-3691829,66247,340878,-39912,-895447,0,0
950,581579,6281078,-14005679,0,0,-2803496,0,0,0,-462110,0,-577338,9698823,285356,-11041274,0,-53760811
951,489460,6382247,0,0,0,0,0,0,0,0,0,0,0,0,0,2272108,37285021
952,494643,6375393,0,0,0,0,0,0,0,0,0,0,0,0,0,-1768321,0
953,498519,6373549,0,0,0,0,0,0,0,0,0,-398547,0,0,0,-3155097,-37285021
954,501134,6371989,0,0,0,0,0,0,0,0,0,218334,0,0,0,2651310,0
955,504902,6364804,0,0,0,0,0,0,0,0,0,180213,0,0,0,0,0
956,489943,6391498,0,0,0,434432,4460027,78558,-124035,20352,-80307,-58989,0,0,-1410057,-997149,0
957,498534,6391276,-7909631,0,-317786,127542,0,0,-3028482,-35583,0,0,0,0,0,0,-15528872
958,507688,6389138,0,0,0,0,-4517830,0,0,0,158607,0,0,-396237,-741011,1856113,0
959,516428,6388847,-5384067,0,0,0,4265278,0,0,-639850,0,0,0,-122283,434260,3880563,0
960,520542,6387450,-5691685,0,0,0,0,0,0,0,143435,-59098,0,297196,-710954,-973501,0
961,524904,6388094,0,0,0,124449,-11496109,0,0,-484080,0,-98622,0,-87713,0,0,-141165
962,528363,6386249,-4773274,0,0,0,-54324,0,0,0,0,0,0,0,-580076,-4827257,-21027926
963,534966,6386111,-3783210,0,0,-634985,0,0,0,0,0,0,0,14380,1509553,2561714,6290094
964,543090,6379090,0,0,0,88693,4175661,-72882,38754,1116041,0,132881,26330,61372,-359277,0,4490574
965,544462,6378040,14415280,0,-164082,-1687,-10454219,2053468,0,0,0,-84023,0,61439,0,-1049425,0
966,545451,6377329,0,0,934964,160290,1947691,0,0,0,96020,0,0,0,-517185,0,0
967,550050,6373464,0,0,0,0,-47366,1905851,38159,0,0,0,-1853635,57720,833958,0,5081828
968,550787,6371794,9414966,0,-321518,0,0,0,0,0,0,121145,3685792,0,521139,0,0
969,549581,6361068,-6546957,0,0,0,0,0,3126146,-458096,0,62097,-1829235,59548,0,0,4206405
970,552728,6353608,0,0,0,0,4705312,-8059869,-3198057,-239776,0,82424,0,52081,0,-1903343,3677530
971,562413,6341963,0,0,1309764,99255,3868990,2294054,3100393,0,0,-97815,0,0,935303,1452285,10011082
972,587914,6347593,10258578,0,0,-383459,3105370,1806496,0,0,0,0,0,0,0,0,3255359
973,538591,6473480,0,0,0,0,0,0,0,0,0,0,682486,0,0,0,0
974,541905,6471174,0,0,0,387504,0,0,0,-2047034,0,0,0,0,0,0,0
975,542850,6465967,0,0,38208078,-242982,0,0,0,0,0,0,0,0,0,0,0
976,544162,6459088,0,0,30579004,222319,0,0,0,0,0,0,0,0,0,0,0
977,552595,6452003,-5768087,0,-30974226,-407889,0,0,0,1608309,0,0,0,0,0,0,0
978,553657,6451775,31100959,0,-28799192,0,0,0,0,0,0,0,0,0,0,0,0
979,557251,6452003,0,0,0,0,0,0,0,0,0,0,-3270147,0,0,0,0
980,558893,6451821,0,0,34021430,0,0,0,0,0,0,0,0,0,0,0,0
981,571068,6445338,-13024626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,578118,6439472,-7879786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,580576,6436009,0,0,-13597206,0,0,0,0,0,0,0,0,0,0,0,0
984,581269,6433909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,578385,6427516,0,0,0,0,0,0,0,0,0,0,849660,0,0,0,0
986,581340,6423298,0,0,0,0,0,0,0,0,0,0,796792,0,0,0,0
987,583558,6418113,0,0,-29437888,-127293,0,0,0,0,0,0,0,0,0,0,0
988,587081,6410622,0,0,0,0,0,0,0,0,0,0,941209,0,0,0,0
989,597825,6402739,-4428460,0,0,-117749,0,0,0,0,0,0,0,0,0,0,0
990,452197,6259102,159850780,0,0,0,0,588198,0,0,-44344092,867150,-2959337,0,-537578,-987566,0
991,469316,6241939,-114597522,0,35678471,0,0,0,0,0,0,0,15048394,-639705,767579,0,0
992,470264,6237242,-45253258,0,0,0,0,0,0,0,52784304,0,8199634,691505,-575935,9769906,0
993,567614,6330232,0,0,-266773,-3778,-69335,-84538,0,0,-161526,0,14989,996,0,0,0
994,562137,6336316,0,0,-200738,0,319284,0,0,0,0,0,0,0,0,0,0
995,581886,6296735,12223085,0,0,0,0,0,0,0,0,-509910,0,-860803,0,0,0
996,580962,6316028,0,0,0,-4813,0,-20055221,0,0,0,1981835,-9096433,754851,0,0,92629972
997,587798,6322785,0,0,0,2525205,0,20055221,0,0,0,-991696,0,0,10728922,0,-38869161
998,376395,6157429,-15146442,0,-8993275,0,1658074,31420896,-3293040,0,0,0,0,-188892,0,19739437,0
999,378403,6167023,-120931873,0,500930242,-2946682,0,0,0,0,0,813701,12596339,2557346,-334036,-3222941,123085741
1000,377273,6165733,-143863442,0,-100824759,3877985,115473920,0,0,-27159044,0,0,0,0,-145008906,-15225190,-162024422
1001,376124,6164075,54528779,0,0,-112083,-14513236,-28258195,0,0,-11251081,0,0,-105797,-47619165,0,0
1002,375852,6159121,0,0,-21000571,-333925,0,13443373,0,0,0,0,0,-277367,0,0,0
1003,356429,6213321,0,0,0,0,0,0,0,0,0,-10577,64286,0,0,0,0
1004,423181,6224343,-111508431,0,0,0,0,0,58359078,1277553,48837261,0,0,1196753,-3671063,18160545,118166747
1005,421404,6215136,0,0,0,0,0,0,8275744,0,-50148017,-812238,10703141,-611235,20575176,-6919702,63237601
1006,417804,6210920,114896800,0,-50098999,-1315694,0,0,0,0,0,0,-10842511,0,-7197344,0,0
1007,414638,6207090,0,0,-97434536,0,48362797,2432677,5000715,5294556,0,0,2494753,0,0,-6375063,0
1008,408994,6200084,0,0,0,0,0,-3170580,0,0,0,-533955,0,236955,-680876,0,82953887
1009,399549,6196149,46235540,0,0,-890398,0,-3158649,8379728,-4372534,-32468019,0,3510961,692743,-2210185,-20138490,-45474373
1010,393873,6189313,104644597,0,0,5968475,-35496868,-9067041,0,0,0,-245813,0,318503,-710634,24299273,78539404
1011,392384,6185366,71301658,0,-31642256,5015593,-15368675,-6156332,23260749,-2859684,0,0,-12620153,-500740,7650401,-18149731,95905444
1012,389783,6182822,-83063421,0,-188046376,3173206,-9171150,0,-40441333,3088041,79615684,-443751,0,0,0,0,-120077080
1013,386970,6179686,52303702,0,-446036797,2461679,-8822840,-8351856,0,-6620627,41377521,813055,0,0,-10125860,-16242080,-66513979
1014,386346,6178411,0,0,0,-1578098,0,-5761435,0,5139574,0,0,0,-1707757,0,-22320579,0
1015,386054,6174988,0,0,-150403960,0,-8960904,0,-3383609,0,-42029232,-356834,0,0,-11533560,0,0
1016,384205,6172747,115193968,0,-45391668,4217797,-70967800,0,0,2246450,0,-920031,0,368604,0,0,0
1017,382788,6171351,0,0,0,-1173130,0,0,0,2796416,0,752248,3798082,197833,-9305393,18750178,0
1018,381344,6169925,113286335,0,-160863177,0,0,0,0,3498088,-24432063,977324,0,458458,0,0,-109363423
1019,380980,6169561,-140186844,0,-36172379,1000751,0,0,0,-7187849,0,-107844,0,494278,0,-4971335,0
1020,379179,6167787,-84447889,0,-69431836,-820993,45518179,2329017,-42620506,0,0,-234396,0,-415504,24399183,-5843946,161510751
1021,380367,6151119,3988802,0,34360587,0,0,0,24757313,0,0,-557343,-14251554,20907,1313679,-2388056,0
1022,382054,6148054,7191220,0,0,0,-1897750,5854724,-13286567,0,0,806491,5672357,88948,0,1787500,0
1023,383138,6141983,0,0,8293490,0,11217386,0,0,25738,0,-22192,9391005,0,1736216,0,0
1024,384319,6137360,12863316,0,-7644684,0,0,-31420896,-11470746,0,927917,0,-76095,0,-479858,-7832407,0
1025,367921,6159727,0,0,0,-260475,12318207,0,0,-25675499,31090595,-166948,2752200,89439,27340626,5969419,-22224146
1026,373395,6157521,0,0,0,0,0,0,0,0,-43867732,0,0,189524,96956385,0,0
1027,363158,6231493,0,0,0,0,0,0,0,-29761,0,18283,0,10520,0,0,0
1028,361972,6224432,0,0,0,0,0,0,0,-15236,0,0,-134874,15285,0,-673124,0
1029,359761,6220025,0,0,0,0,0,0,0,-24367,0,0,0,0,0,0,0
1030,357508,6216853,0,0,0,0,0,0,0,0,0,0,0,15637,0,0,0
1031,374013,6214203,344125,0,-8088389,0,0,7272773,0,0,0,0,0,-240254,2473793,0,14087076
1032,380446,6207369,16174154,0,24114388,-105913,0,0,0,0,17136324,0,0,0,0,0,0
1033,379032,6177008,0,0,0,-59675,-36661091,0,0,536379,-15052342,0,13352683,-1602753,-3638653,-6173375,0
1034,378666,6167855,-44903976,0,0,5009207,0,0,-27411654,2486146,0,0,0,-674168,14437764,0,0
1035,363326,6207027,0,0,0,-5600563,4119984,0,0,13835453,7946161,-1720289,5801345,375906,0,-4723810,0
1036,366559,6204117,76326371,0,0,348851,-37112257,0,0,295221,0,-1081624,0,0,0,10154548,50733860
1037,371753,6199903,-31422395,0,335298064,-3596418,0,0,-13544582,0,0,0,5889137,0,4519357,-8185715,0
1038,374640,6194958,0,0,146869366,0,0,-34789669,27092480,-1187858,12434607,2570314,-10023029,0,-8373190,0,0
1039,380020,6193332,0,0,-301494495,0,-20149570,0,29095209,0,0,124402,-20813437,0,-6762259,0,3993872
1040,396105,6264736,25664667,0,-52853441,-33654,0,0,0,0,6615207,130986,373512,0,-1803279,0,18323617
1041,413353,6258122,4646242,0,0,0,0,0,-6150987,0,0,-60437,268585,-150835,0,1020999,5389254
1042,419790,6239437,-20227290,0,45301844,-316179,0,0,-4177966,0,-10185187,0,1023262,0,0,1030613,0
1043,379073,6271363,0,0,28803141,-265064,0,-1513305,4412403,0,0,552770,0,256012,-2017819,0,0
1044,419000,6225730,-2553972,0,80225775,0,-5914700,0,5496197,0,18431303,0,0,20787,-927284,0,0
1045,412950,6224732,-14148917,0,80326762,542878,-1683523,-633292,0,-1332226,7713891,-21177,5512461,0,1194320,3691572,0
1046,407281,6223135,54936145,0,-23597350,179119,1773199,13310358,1954911,0,-3763325,0,-746655,-86744,655416,0,1066620
1047,400480,6222416,-6528838,0,-106072004,0,0,0,0,233160,-11759307,0,0,187411,1239986,0,-24522568
1048,398263,6222197,0,0,-104968675,-349678,13383552,-7495829,0,-1047812,0,377832,0,0,0,-1935953,0
1049,393466,6222146,0,0,0,365546,0,-2403100,0,0,-12582463,293220,2113458,25176,-4853654,0,-30582290
1050,383776,6222200,0,0,-163069002,-737344,0,0,0,0,0,0,-4163517,-52198,7255994,17388949,6369600
1051,378583,6223070,-5001156,0,0,0,0,0,0,0,0,-258541,0,43049,0,-3796701,15318644
1052,374692,6223310,0,0,0,586636,0,-2602033,0,0,0,0,4211991,0,-1381107,0,10761390
1053,372666,6222807,0,0,0,0,-11693961,0,0,457672,-28897769,0,0,0,3125137,-7005420,-83727150
1054,370007,6217236,-12537195,0,141485856,0,0,626387,0,-1483781,41130956,371571,-3280335,0,-6610466,0,21598848
1055,367582,6214279,-8071974,0,0,1027815,0,-4848229,952134,1684185,-15249062,0,-8756802,2106,1387563,0,20370485
1056,363978,6211486,-13688689,0,156522952,7104,0,11900238,1171293,1021249,0,-315032,4564256,0,0,0,0
1057,365268,6193751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18409076
1058,365963,6194698,0,0,0,0,0,0,0,0,0,0,-3655710,0,0,0,0
1059,369354,6192560,0,0,0,0,0,0,0,0,0,0,0,198064,0,4923418,0
1060,376765,6188129,0,0,-55624279,0,22387586,0,0,0,0,0,0,0,0,0,37285021
1061,381594,6184822,0,0,0,1017459,0,34789669,0,-626245,-32190220,398547,7418993,0,-4318560,0,-22324288
1062,428453,6221947,-10092764,0,-10301276,0,0,-1371018,0,-1849210,0,208530,0,0,-2808717,0,0
1063,432611,6218286,6678266,0,-12664789,0,-5489825,-2912349,0,1017331,-5982620,0,0,0,-562357,0,0
1064,438784,6213938,0,0,0,0,-4245779,0,-3067845,-476196,-636899,-93564,0,0,0,172280,0
1065,447476,6210985,0,0,-30014672,512096,0,0,-12830814,915851,-3486297,374836,0,394766,0,-2289102,0
1066,443597,6210983,0,0,0,-166288,0,0,-9633303,0,10237854,-504743,0,0,-2257801,0,17359476
1067,447084,6209991,4183657,0,0,0,-7525110,8059869,0,2016427,-4761568,0,0,-428305,6908750,0,0
1068,456270,6210914,0,0,0,59935,10747111,-5392492,-460911,-294160,0,641237,0,192082,0,0,0
1069,467726,6213676,-8118767,0,0,228535,0,-3572363,0,0,0,146908,0,-231196,0,0,0
1070,474033,6211661,0,0,0,59834,5327678,9178263,13315379,0,0,-772184,0,-195517,3053229,0,0
1071,477302,6224338,12156247,0,36364584,-149555,0,-737021,0,-1143493,0,0,0,-44404,-552378,0,-7427876
1072,484046,6226906,-1361980,0,111338476,-84334,-2115432,0,0,0,0,0,0,0,-2040904,-603520,-3935984
1073,486387,6225796,0,0,0,0,0,2763330,0,0,-100391203,0,0,-722269,1407853,0,16886071
1074,491705,6225803,3259490,0,-12309649,-737344,-2809793,0,-2014151,0,109897218,0,0,722269,-290564,0,-8451166
1075,379876,6156714,0,0,0,0,0,0,8878371,0,0,0,0,0,0,0,0
1076,388343,6152619,0,0,0,0,0,0,-24114296,0,0,0,0,0,0,0,0
1077,396620,6150716,0,0,0,0,0,0,0,0,0,0,-4066690,0,0,0,0
1078,405082,6149256,0,0,0,0,0,0,0,-808719,0,0,0,0,0,0,0
1079,410778,6148471,0,0,0,0,0,14257300,0,0,0,0,0,0,0,0,0
1080,415957,6147780,0,0,0,0,0,0,0,0,0,0,4801348,0,0,0,-50445999
1081,417429,6147235,0,0,0,0,0,0,-4444758,-930933,0,0,-2117336,0,0,0,46848029
1082,418865,6143229,0,0,0,0,0,0,7742270,0,0,0,0,0,0,0,0
1083,425669,6142978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,358159,6163925,55840176,0,0,0,8490338,0,0,38820481,0,0,3778080,-114363,63388917,0,18699827
1085,607805,6803292,-297073,0,0,243409,6598986,0,0,0,0,0,0,107930,446725,0,-4862284
